hospital_id,hospital_name,doctor_npi,doctor_full_name,department,specialty
1770968505,"ALEXANDRE SCHEER, MD, PC",1316211329,Dr. ALICIA ABALO,General/Other,Physical Therapist
1770968505,"ALEXANDRE SCHEER, MD, PC",1124556154,Dr. ZENEBOU ABALO-TOGA,General/Other,Physician Assistant
1770968505,"ALEXANDRE SCHEER, MD, PC",1700286424,Dr. KEVIN ALFRED ABALOS,General/Other,Physician Assistant
1770968505,"ALEXANDRE SCHEER, MD, PC",1669011730,Dr. LEE ABAMONGA,General/Other,"Registered Nurse, Psych/Mental Health"
1770968505,"ALEXANDRE SCHEER, MD, PC",1689390429,Dr. CHRISTOPHER ABANICO,Surgery,"Registered Nurse, Plastic Surgery"
1770968505,"ALEXANDRE SCHEER, MD, PC",1598445579,Dr. CLARISSE ABANILLA,General/Other,Physician Assistant
1770968505,"ALEXANDRE SCHEER, MD, PC",1861224065,Dr. FRANCIS ABANILLA,General/Other,Physical Therapist
1770968505,"ALEXANDRE SCHEER, MD, PC",1457840365,Dr. AILEEN ABANKWA,Obstetrics & Gynecology,Obstetrics & Gynecology
1427822196,ALLWELL HEALTH MEDICAL PC,1194250274,Dr. ANAIDA ABAGYAN-STANCZYK,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1114503315,Dr. MICHAEL ABAWKAW,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1245016773,Dr. ELIZABETH ABAYEV,General/Other,Early Intervention Provider Agency
1427822196,ALLWELL HEALTH MEDICAL PC,1861789638,Dr. EMANUEL ABAYEV,Orthopedic Surgery,"Dentist, Orthodontics and Dentofacial Orthopedics"
1427822196,ALLWELL HEALTH MEDICAL PC,1952580102,Dr. JONATHAN ABAYEV,General/Other,Physician Assistant
1427822196,ALLWELL HEALTH MEDICAL PC,1487061438,Dr. HAFSA ABBAS,Internal Medicine,"Internal Medicine, Gastroenterology"
1427822196,ALLWELL HEALTH MEDICAL PC,1497537401,Dr. MOHAMED ABDELNABI,General/Other,Occupational Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1134475155,Dr. JIHAN ABDELRASOUL,General/Other,Audiologist
1427822196,ALLWELL HEALTH MEDICAL PC,1689569253,Dr. MOHAMMED ABDELREHEM,General/Other,Physician Assistant
1427822196,ALLWELL HEALTH MEDICAL PC,1235522186,Dr. FARAH ABDULAAIMA,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1174031645,Dr. ELEONORA ABDURAKHMANOV,General/Other,Specialist
1427822196,ALLWELL HEALTH MEDICAL PC,1851654040,Dr. SOFYA ABDURAKHMANOVA,General/Other,Case Manager/Care Coordinator
1427822196,ALLWELL HEALTH MEDICAL PC,1598409948,Dr. ABBAS ABEDI,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1396116604,Dr. MARIEBELLE ABELARDE,General/Other,"Nurse Anesthetist, Certified Registered"
1427822196,ALLWELL HEALTH MEDICAL PC,1922587443,Dr. CRESILDA ABELLA,General/Other,Physical Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1225643315,Dr. MARTINA JOSEPHINE ABERASTURI,General/Other,Physical Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1558413500,Dr. BRIAN ABERGER,General/Other,Chiropractor
1427822196,ALLWELL HEALTH MEDICAL PC,1821899832,Dr. DEENA ABITTAN,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1700262268,Dr. DANIELLA ABRAHAM,General/Other,Pharmacist
1427822196,ALLWELL HEALTH MEDICAL PC,1497264360,Dr. OLGA ABRAHAM,General/Other,Physician Assistant
1427822196,ALLWELL HEALTH MEDICAL PC,1841899796,Dr. TOVAH ABRAHAMS,General/Other,Registered Nurse
1427822196,ALLWELL HEALTH MEDICAL PC,1154797314,Dr. ODELYA ABRAHAMSON,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1558827576,Dr. CHANA ABRAKHAIMOVA,Family Medicine,"Family Medicine, Adult Medicine"
1427822196,ALLWELL HEALTH MEDICAL PC,1568752624,Dr. ANGILINA ABRAMCHAYEVA,General/Other,"Counselor, School"
1427822196,ALLWELL HEALTH MEDICAL PC,1689239659,Dr. ARTHUR ABRAMOV,General/Other,"Counselor, Professional"
1427822196,ALLWELL HEALTH MEDICAL PC,1447703889,Dr. DANIEL ABRAMOV,General/Other,Dentist
1427822196,ALLWELL HEALTH MEDICAL PC,1841044468,Dr. DANIELLA ABRAMOV,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1538292925,Dr. NELYA ABRAMOVA,General/Other,Pharmacist
1427822196,ALLWELL HEALTH MEDICAL PC,1366517278,Dr. JANET ABRAMS,Obstetrics & Gynecology,Obstetrics & Gynecology
1427822196,ALLWELL HEALTH MEDICAL PC,1508963638,Dr. NANA ABRAMS,General/Other,Optometrist
1427822196,ALLWELL HEALTH MEDICAL PC,1205340270,Dr. JOSEPH EDWIN ABRENICA,General/Other,Physical Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1437927209,Dr. BRIANNA ABREU,General/Other,Physician Assistant
1427822196,ALLWELL HEALTH MEDICAL PC,1982744710,Dr. PABLO ABREU,General/Other,"Social Worker, Clinical"
1427822196,ALLWELL HEALTH MEDICAL PC,1245258698,Dr. URSINO ABUCAY,Emergency Medicine,Emergency Medicine
1427822196,ALLWELL HEALTH MEDICAL PC,1053335364,Dr. JOSEPH ABULARRAGE,Pediatrics,Pediatrics
1427822196,ALLWELL HEALTH MEDICAL PC,1407039282,Dr. ARLYN JEAN ABUSTAN,General/Other,Physical Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1538656756,Dr. ELIZABETH ACAMPORA,General/Other,Social Worker
1427822196,ALLWELL HEALTH MEDICAL PC,1790992691,Dr. ALIZABETH ACEVEDO,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1225622905,Dr. SUET YING ACOBA,General/Other,"Nurse Anesthetist, Certified Registered"
1427822196,ALLWELL HEALTH MEDICAL PC,1477321677,Dr. GABRIELA ACOBO,General/Other,Registered Nurse
1427822196,ALLWELL HEALTH MEDICAL PC,1144713975,Dr. GENESY ACOSTA,General/Other,Behavior Technician
1427822196,ALLWELL HEALTH MEDICAL PC,1780042309,Dr. JESSICA ACOSTA,General/Other,"Dietitian, Registered"
1427822196,ALLWELL HEALTH MEDICAL PC,1275889032,Dr. MARCELO ACOSTA,General/Other,Physician Assistant
1427822196,ALLWELL HEALTH MEDICAL PC,1881846889,Dr. CHARLES ACUESTA,General/Other,Massage Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1538036801,Dr. JOHN XAND ACUROS,General/Other,Physical Therapist
1427822196,ALLWELL HEALTH MEDICAL PC,1700408929,Dr. BORIS ADAMOVICH,General/Other,Student in an Organized Health Care Education/Training Program
1427822196,ALLWELL HEALTH MEDICAL PC,1922152636,Dr. TALAT ADDASI,Surgery,Surgery
1427822196,ALLWELL HEALTH MEDICAL PC,1568678449,Dr. PAUL ADDEO,General Practice,"Dentist, General Practice"
1427822196,ALLWELL HEALTH MEDICAL PC,1780148361,Dr. TEMITOPE ADEDIMEJI,General/Other,Physician Assistant
1427822196,ALLWELL HEALTH MEDICAL PC,1205491537,Dr. CHIOMA ADELAKUM,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1811368129,Dr. ALEXANDER ABRAMOWICZ,General/Other,"Social Worker, Clinical"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1760242226,Dr. SKYLAR ACKERMAN,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1588730816,Dr. PATRICIA ALCUS,General/Other,"Nurse Practitioner, Women's Health"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1922155118,Dr. MIGUEL ALVAREZ,General/Other,
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1730976036,Dr. ELIZABETH ARGY,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1588635585,Dr. BRIAN ARM,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1720607906,Dr. UMAR ASIF,Psychiatry,"Psychiatry & Neurology, Psychiatry"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1902986839,Dr. DAVID BAUER,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1639667926,Dr. DOROTHY BEATTY,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1700444106,Dr. BRENDAN BEECHER,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1215213525,Dr. REVEKAH BELGIRA,General/Other,Registered Nurse
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1700638400,Dr. RIVKA BENYAMINOV,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1407434319,Dr. KARUNYA BHATTACHARYA,Psychiatry,"Psychiatry & Neurology, Psychiatry"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1801811161,Dr. SUZAN BIGNAMI,General/Other,Physician Assistant
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1134651250,Dr. BRIAN BODEN,Internal Medicine,Internal Medicine
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1780049197,Dr. CELESTE BOWEN,General/Other,"Registered Nurse, Home Health"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1467040576,Dr. CHARLES BREITSTADT,General/Other,Pharmacist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1790818045,Dr. DONNALEE CATALDO,General/Other,"Nurse Practitioner, Adult Health"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1730535477,Dr. JOANNE CESIRO,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1407181324,Dr. DANIEL CHARLEBOIS,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1538329800,Dr. KHALID CHAUDHARY,General/Other,Pharmacist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1700265030,Dr. SHAHZAD CHAUDHARY,Internal Medicine,Internal Medicine
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1982649463,Dr. SHAHINA CHAUDRY,General/Other,"Social Worker, Clinical"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1053060343,Dr. RAVI CHINSKY,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1396486346,Dr. MEHWISH CHOUDHRY,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1366542136,Dr. VINCENT CLAPS,General/Other,Dentist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1881119212,Dr. CLAUDIA COLABELLA,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1104997592,Dr. JOHN COSGROVE,Surgery,Surgery
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1104954544,Dr. DEBORAH CUTLER,General/Other,Chiropractor
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1578358198,Dr. LYNNLEE DUCK-REYNOLDS,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1467472498,Dr. CHRISTOPHER EDELSTEIN,Emergency Medicine,"Emergency Medicine, Emergency Medical Services"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1063578631,Dr. CHRISTOPHER ETEN,General/Other,Physician Assistant
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1114101169,Dr. MARK FENIG,Emergency Medicine,Emergency Medicine
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1386346542,Dr. FRANCESCA FERRANTE,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1720870835,Dr. DANIELLE FINNE,General/Other,Social Worker
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1578843470,Dr. RENEE FISCHER,General/Other,Registered Nurse
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1033261771,Dr. TRACI FOX RONGO,General/Other,Physical Therapist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1487621637,Dr. CHRISTINE FRANKE,General/Other,"Nurse Practitioner, Adult Health"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1932132388,Dr. FARHEEN GAFFAR,Emergency Medicine,Emergency Medicine
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1023294980,Dr. CAPRICE GRACE,General/Other,Registered Nurse
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1184419749,Dr. KATHERINE GUZMAN,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1790017994,Dr. JOHN GWIAZDA,General/Other,Pharmacist
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1760479190,Dr. NEGIN HAJIZADEH,Internal Medicine,"Internal Medicine, Critical Care Medicine"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1336991512,Dr. COURTNEY HAWES,General/Other,Student in an Organized Health Care Education/Training Program
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1831305507,Dr. DOUGLAS HOVERKAMP,Psychiatry,"Psychiatry & Neurology, Psychiatry"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1174054159,Dr. SAMER IBRAHIM,Internal Medicine,Internal Medicine
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1992741409,Dr. CYNTHIA ICKES,Internal Medicine,Internal Medicine
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1548464456,Dr. PRISCILLA JAMIESON,General/Other,Chiropractor
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1912942558,Dr. SHARMINI JAYAMAHA,Internal Medicine,"Internal Medicine, Nephrology"
1417276098,"ANTHEM MEDICAL HEALTHCARE, PC",1093866741,Dr. KAROLYN JENKINS,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1104859479,Dr. REMONDA ABDEL-SHAHID,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1033689781,Dr. MITHUN ABRAHAM,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1467098731,Dr. WENDY ADAMO,General/Other,Behavior Analyst
1902013626,"APEX MEDICAL CARE, P.C.",1720577497,Dr. KEISHA ADAMSON,General/Other,Behavior Technician
1902013626,"APEX MEDICAL CARE, P.C.",1962225102,Dr. LEANNE ADLER,General/Other,"Registered Nurse, Home Health"
1902013626,"APEX MEDICAL CARE, P.C.",1073120952,Dr. TAREK AGAG,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1356520480,Dr. ANSHU AGGARWAL,General/Other,Pharmacist
1902013626,"APEX MEDICAL CARE, P.C.",1356654933,Dr. MELISSA AGOSTINACCHIO,General/Other,"Speech-Language Pathologist,  "
1902013626,"APEX MEDICAL CARE, P.C.",1811544810,Dr. CERA AGUILING,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1225700750,Dr. RENA AHARON,General/Other,"Speech-Language Pathologist,  "
1902013626,"APEX MEDICAL CARE, P.C.",1235827270,Dr. AMMAR AHMAD,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1326811969,Dr. FAIYAZ AHMAD,General/Other,Pharmacist
1902013626,"APEX MEDICAL CARE, P.C.",1932977873,Dr. AFRUZA AHMED,General/Other,Student in an Organized Health Care Education/Training Program
1902013626,"APEX MEDICAL CARE, P.C.",1215945811,Dr. JALEES AHMED,Psychiatry,"Psychiatry & Neurology, Addiction Medicine"
1902013626,"APEX MEDICAL CARE, P.C.",1487712618,Dr. MAHJABEEN AHMED,Internal Medicine,"Internal Medicine, Endocrinology, Diabetes & Metabolism"
1902013626,"APEX MEDICAL CARE, P.C.",1336748847,Dr. PETER AHN,General/Other,Chiropractor
1902013626,"APEX MEDICAL CARE, P.C.",1942700737,Dr. MEGAN AHRENS,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1326617093,Dr. TEMITOPE AKINLADE,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1750263000,Dr. KYRA AKLEY,General/Other,"Speech-Language Pathologist,  "
1902013626,"APEX MEDICAL CARE, P.C.",1396974374,Dr. DANIEL ALDIERI,General/Other,Dentist
1902013626,"APEX MEDICAL CARE, P.C.",1225522881,Dr. ALYSSA ALEXANDER,General/Other,"Counselor, Mental Health"
1902013626,"APEX MEDICAL CARE, P.C.",1902677602,Dr. RAQUEL ALGER,General/Other,Social Worker
1902013626,"APEX MEDICAL CARE, P.C.",1063446631,Dr. SHAIK ALI,Internal Medicine,"Internal Medicine, Cardiovascular Disease"
1902013626,"APEX MEDICAL CARE, P.C.",1538551957,Dr. KRISTEN ALIPERTI,General/Other,"Counselor, Mental Health"
1902013626,"APEX MEDICAL CARE, P.C.",1467231837,Dr. DAVID ALVARADO,General/Other,Registered Nurse
1902013626,"APEX MEDICAL CARE, P.C.",1912531526,Dr. BRIAN ALVAREZ,General/Other,"Counselor, Mental Health"
1902013626,"APEX MEDICAL CARE, P.C.",1063372829,Dr. SADIRA ALVAREZ,General/Other,Massage Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1497296560,Dr. CARMEN ALVELO,General/Other,Specialist
1902013626,"APEX MEDICAL CARE, P.C.",1821742172,Dr. MILDRED AMARTEIFIO,General/Other,Specialist
1902013626,"APEX MEDICAL CARE, P.C.",1891247607,Dr. MARYROSE AMMIRATI,General/Other,"Lactation Consultant, Non-RN"
1902013626,"APEX MEDICAL CARE, P.C.",1952430712,Dr. KIA AMMONDS,General/Other,"Speech-Language Pathologist,  "
1902013626,"APEX MEDICAL CARE, P.C.",1568883114,Dr. KEN ANDERSON,General/Other,"Speech-Language Pathologist,  "
1902013626,"APEX MEDICAL CARE, P.C.",1578111217,Dr. ROBERT ANDERSON,General/Other,Physical Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1538952296,Dr. SEAN ANDERSON,General/Other,Physical Therapy Assistant
1902013626,"APEX MEDICAL CARE, P.C.",1942875646,Dr. GIZELY ANDRADE,Emergency Medicine,Emergency Medicine
1902013626,"APEX MEDICAL CARE, P.C.",1588073225,Dr. JAMES ANGST,General/Other,Pharmacist
1902013626,"APEX MEDICAL CARE, P.C.",1881280097,Dr. HELEN ANNIS,General/Other,Massage Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1164842522,Dr. UZMA ANWAR,Family Medicine,Family Medicine
1902013626,"APEX MEDICAL CARE, P.C.",1558234096,Dr. LISA ARANA,General/Other,Specialist
1902013626,"APEX MEDICAL CARE, P.C.",1386013399,Dr. ALISARA ARANYAVICKUL,General/Other,Pharmacist
1902013626,"APEX MEDICAL CARE, P.C.",1932450574,Dr. JULISSA ARCE,General/Other,Specialist
1902013626,"APEX MEDICAL CARE, P.C.",1225390404,Dr. YVETTE ARCHEVALD-MCCAULEY,General/Other,Case Manager/Care Coordinator
1902013626,"APEX MEDICAL CARE, P.C.",1053173229,Dr. MELISSA ARGUELLO FLORES,General/Other,Massage Therapist
1902013626,"APEX MEDICAL CARE, P.C.",1588054050,Dr. SUKEY ARIAS,General/Other,Pharmacy Technician
1902013626,"APEX MEDICAL CARE, P.C.",1811680663,Dr. TRISTAN ARNAU,General/Other,Behavior Technician
1902013626,"APEX MEDICAL CARE, P.C.",1962647289,Dr. PHYLLIS AULISIO,General/Other,Registered Nurse
1902013626,"APEX MEDICAL CARE, P.C.",1619724986,Dr. IMANI AVENT,General/Other,Behavior Technician
1902013626,"APEX MEDICAL CARE, P.C.",1992427074,Dr. ALAN AVEZOV,General/Other,Specialist
1902013626,"APEX MEDICAL CARE, P.C.",1598986820,Dr. CHARLES AXELRAD,General Practice,"Dentist, General Practice"
1902013626,"APEX MEDICAL CARE, P.C.",1548831019,Dr. ALYSSA AYDINOGLU,General/Other,Specialist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1093435554,Dr. CAROLYN A'HEARN,General/Other,"Nurse Practitioner, Family"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1477126985,Dr. EDITA ABAZAGA,General/Other,Optometrist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1518344365,Dr. MIRJETA ABAZAGA,General/Other,Optometrist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1942524988,Dr. PAMELA ABBAMONT,General/Other,Pharmacist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1235816919,Dr. AHMED ABBAS,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1790531689,Dr. MUNA ABBAS,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1770608754,Dr. ROANNA ABBORINO,General/Other,"Nurse Practitioner, Family"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1578708194,Dr. DONNA ABBOTT,General/Other,Early Intervention Provider Agency
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1447865613,Dr. JACLYN ABBOTT,General/Other,"Counselor, Mental Health"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1912874066,Dr. LEIA ABBOTT,General/Other,"Counselor, Mental Health"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1558765057,Dr. MELINDA ABBOTT,General/Other,Licensed Practical Nurse
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1437939907,Dr. SUMMER ABBOTT,General/Other,Marriage & Family Therapist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1043291222,Dr. ELIAS ABBOUD,General/Other,Optometrist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1588554216,Dr. OMAR ABDALLAH,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1487232344,Dr. SARA ABDELHAFIZ,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1255124038,Dr. WARDA ABDI,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1891835658,Dr. SAMI ABDUL-MALAK,Psychiatry,"Psychiatry & Neurology, Neurology"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1033357371,Dr. NASIR ABDUL-WADUD,General/Other,"Physician Assistant, Surgical"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1083476220,Dr. ASMA ABDULKADIR,General/Other,Driver
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1902315526,Dr. KHADIJO ABDULKADIR,General/Other,Interpreter
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1619764792,Dr. JOUD ABDULKARIM,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1821060153,Dr. MARY ABDULKY,Internal Medicine,"Internal Medicine, Rheumatology"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1265591739,Dr. ELEANOR ABEL,General/Other,Physician Assistant
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1164044095,Dr. KARL ABI-AAD,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1831570332,Dr. WAQAS ABID,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1730243429,Dr. OMAR ABOOSI,General/Other,Dentist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1255740452,Dr. EMY ABRAHAM,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1265451009,Dr. JERROLD ABRAHAM,Pathology,"Pathology, Anatomic Pathology"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1578572400,Dr. NAIF ABRAHAM,Hematology,"Pathology, Hematology"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1104589951,Dr. VICTORIA ABRAMSON,General/Other,"Speech-Language Pathologist,  "
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1275590408,Dr. ANTONIETTA ABRUZZESE,General/Other,Optometrist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1871533521,Dr. GERALD ABRUZZESE,General/Other,Optometrist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1225263031,Dr. ANNE ABT,Pediatrics,"Physical Therapist, Pediatrics"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1043894827,Dr. NADIM ABU-HASHEM,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1104488311,Dr. BASEL ABUZUAITER,General/Other,Hospitalist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1427053248,Dr. RUSSELL ACEVEDO,Internal Medicine,"Internal Medicine, Critical Care Medicine"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1417620774,Dr. ASHISH ACHARYA,Internal Medicine,Internal Medicine
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1053609321,Dr. MADAN ACHARYA,Internal Medicine,"Internal Medicine, Clinical Cardiac Electrophysiology"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1477817401,Dr. RUNA ACHARYA,Internal Medicine,Internal Medicine
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1124607841,Dr. NICOLE ACKERMAN,General/Other,Student in an Organized Health Care Education/Training Program
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1972612893,Dr. CYNTHIA ACKLES,General/Other,"Social Worker, Clinical"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1275500621,Dr. DONNA ACOX,General/Other,"Dietitian, Registered"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1649563305,Dr. CHRISTINA ACQUAVIVA,General/Other,Physical Therapist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1053624510,Dr. NATISHA ADAIR,General/Other,Licensed Practical Nurse
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1043877061,Dr. ROZEA ADAIR,General/Other,Licensed Practical Nurse
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1154465920,Dr. KATHLEEN ADAMEK,General/Other,"Social Worker, Clinical"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1730850793,Dr. EMMA ADAMIK,General/Other,"Speech-Language Pathologist,  "
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1043782972,Dr. GABRIELLE ADAMITIS,General/Other,"Psychologist, Clinical"
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1992950265,Dr. FRANCES ADAMO-CASS,General/Other,Occupational Therapist
1962405241,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1306441761,Dr. MICHELLE ADAMOVICH,General/Other,Student in an Organized Health Care Education/Training Program
